,Zip Code,City Tax Rate Area,AIN,Roll Year,Tax Rate Area Code,Assessor ID,Property Location,Property Use Type,Property Use Code,Use Code 1st Digit,Use Code 2nd Digit,Use Code 3rd Digit,Use Code 4th Digit,Number of Buildings,Year Built,Effective Year,Square Footage,Number of Bedrooms,Number of Bathrooms,Number of Units,Recording Date,Land Value,Land Base Year,Improvement Value,Improvement Base Year,"Total Value, Land + Improvement",Home Owners Exemption,Real Estate Exemption,Fixture Value,Fixture Exemption,Personal Property Value,Personal Property Exemption,Property taxable?,Total Value,Total Exemption,Taxable Value,Classification,Region Number,Cluster Code,Parcel Legal Description,Address House Number,Address House Number Fraction,Direction,Street,Unit Number,City,Zip Code.1,Row ID,Location Latitude,Location Longitude,OBJECTID
0,91304-2248,LOS ANGELES,2004013020,2021,16,2004-013-020,8418 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1594,3,3,1,3/21/1997 8:00:00 AM,144287,1997,135556,1997,279843,7000,0,0,0,0,0,Y,279843,7000,272843, ,2,2121,TRACT # 18993 LOT   22,8418, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013020,34.22363245,-118.62113521,47837643
1,91304-2248,LOS ANGELES,2004013021,2021,16,2004-013-021,8428 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1685,3,3,1,5/20/2013 7:00:00 AM,417742,2013,207958,2013,625700,7000,0,0,0,0,0,Y,625700,7000,618700, ,2,2121,TRACT # 18993 LOT   23,8428, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013021,34.22388662,-118.62113584,47837644
2,91304-2248,LOS ANGELES,2004013022,2021,16,2004-013-022,8438 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1960,2153,4,3,1,11/6/2003 8:00:00 AM,29414,1975,100383,1975,129797,7000,0,0,0,0,0,Y,129797,7000,122797, ,2,2121,TRACT # 18993 LOT   24,8438, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013022,34.2241408,-118.62113648,47837645
3,91304-2248,LOS ANGELES,2004013023,2021,16,2004-013-023,8446 PONCE AVE  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1970,1678,3,3,1,2/10/2015 8:00:00 AM,29414,1975,75166,1975,104580,7000,0,0,0,0,0,Y,104580,7000,97580, ,2,2121,TRACT # 18993 LOT   25,8446, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013023,34.22439498,-118.62113713,47837646
4,91304-2249,LOS ANGELES,2004013024,2021,16,2004-013-024,8500 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1594,3,3,1,1/27/2009 8:00:00 AM,387479,2009,135975,2009,523454,0,0,0,0,0,0,Y,523454,0,523454, ,2,2121,TRACT # 18993 LOT   26,8500, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013024,34.22464914,-118.62113777,47837647
5,91304-2249,LOS ANGELES,2004013025,2021,16,2004-013-025,8510 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1971,2447,4,4,1,4/21/2020 7:00:00 AM,599749,2020,238849,2020,838598,0,0,0,0,0,0,Y,838598,0,838598, ,2,2121,TRACT # 18993 LOT   27,8510, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013025,34.22490331,-118.62113842,47837648
6,91304-2249,LOS ANGELES,2004013026,2021,16,2004-013-026,8518 PONCE AVE  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1960,1594,3,3,1,9/3/2003 7:00:00 AM,29414,1975,70191,1975,99605,7000,0,0,0,0,0,Y,99605,7000,92605, ,2,2121,TRACT # 18993 LOT   28,8518, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013026,34.2251575,-118.62113906,47837649
7,91304-2249,LOS ANGELES,2004013027,2021,16,2004-013-027,8526 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1685,3,3,1,1/13/2020 8:00:00 AM,29414,1975,62489,1975,91903,0,0,0,0,0,0,Y,91903,0,91903, ,2,2121,TRACT # 18993 LOT   29,8526, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013027,34.22541167,-118.62113969,47837650
8,91304-2249,LOS ANGELES,2004013028,2021,16,2004-013-028,8534 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1978,2126,3,3,1,8/22/2019 7:00:00 AM,526324,2018,270333,2018,796657,0,0,0,0,0,0,Y,796657,0,796657, ,2,2121,TRACT # 18993 LOT   30,8534, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013028,34.22566583,-118.62114034,47837651
9,91304-2249,LOS ANGELES,2004013029,2021,16,2004-013-029,8542 PONCE AVE  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1964,2481,4,4,1,10/22/2019 7:00:00 AM,547817,2020,316040,2020,863857,0,0,0,0,0,0,Y,863857,0,863857, ,2,2121,TRACT # 18993 LOT   31,8542, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013029,34.22592001,-118.62114099,47837652
10,91304-2249,LOS ANGELES,2004013030,2021,16,2004-013-030,8550 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1685,3,3,1,3/13/1998 8:00:00 AM,181284,1998,147671,1998,328955,7000,0,0,0,0,0,Y,328955,7000,321955, ,2,2121,TRACT # 18993 LOT   32,8550, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013030,34.22617419,-118.62114162,47837653
11,91304-2249,LOS ANGELES,2004013031,2021,16,2004-013-031,8560 PONCE AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1678,3,3,1,4/11/2013 7:00:00 AM,152949,1988,200517,1988,353466,7000,0,0,0,0,0,Y,353466,7000,346466, ,2,2121,TRACT NO 18993   (EX OF ST) LOT   33,8560, , ,PONCE AVE, ,LOS ANGELES CA,91304.0,20212004013031,34.22643279,-118.62114941,47837654
12,91304-3225,LOS ANGELES,2004014001,2021,16,2004-014-001,8412 FALLBROOK AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1685,3,3,1,10/26/2005 7:00:00 AM,116987,1995,128165,1995,245152,7000,0,0,0,0,0,Y,245152,7000,238152, ,2,2121,TRACT # 18993 LOT    1,8412, , ,FALLBROOK AVE, ,LOS ANGELES CA,91304.0,20212004014001,34.22341479,-118.62317421,47837655
13,91304-3225,LOS ANGELES,2004014002,2021,16,2004-014-002,8420 FALLBROOK AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1594,3,3,1,3/5/2007 8:00:00 AM,17056,1975,60616,1975,77672,7000,0,0,0,0,0,Y,77672,7000,70672, ,2,2121,TRACT # 18993 LOT    2,8420, , ,FALLBROOK AVE, ,LOS ANGELES CA,91304.0,20212004014002,34.22366209,-118.62317479,47837656
14,91304-3225,LOS ANGELES,2004014003,2021,16,2004-014-003,8430 FALLBROOK AVE  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1960,2730,4,4,1,12/12/2013 8:00:00 AM,408945,2014,290937,2014,699882,7000,0,0,0,0,0,Y,699882,7000,692882, ,2,2121,TRACT # 18993 LOT    3,8430, , ,FALLBROOK AVE, ,LOS ANGELES CA,91304.0,20212004014003,34.22390949,-118.62317558,47837657
15,91304-3225,LOS ANGELES,2004014004,2021,16,2004-014-004,8438 FALLBROOK AVE  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1678,3,3,1,8/22/2008 7:00:00 AM,371298,2009,285402,2009,656700,0,0,0,0,0,0,Y,656700,0,656700, ,2,2121,TRACT # 18993 LOT    4,8438, , ,FALLBROOK AVE, ,LOS ANGELES CA,91304.0,20212004014004,34.22415561,-118.62319095,47837658
16,91304-3225,LOS ANGELES,2004014005,2021,16,2004-014-005,8448 FALLBROOK AVE  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1594,3,3,1,3/6/2012 8:00:00 AM,237762,2012,110350,2012,348112,0,0,0,0,0,0,Y,348112,0,348112, ,2,2121,TRACT # 18993 EX OF ST LOT    5,8448, , ,FALLBROOK AVE, ,LOS ANGELES CA,91304.0,20212004014005,34.22440755,-118.62325223,47837659
17,91304-2231,LOS ANGELES,2004014006,2021,16,2004-014-006,22732 CHASE PL  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1975,2528,4,3,1,5/24/2006 7:00:00 AM,137180,1998,307637,1998,444817,7000,0,0,0,0,0,Y,444817,7000,437817, ,2,2121,TRACT # 18993 LOT    6,22732, , ,CHASE PL, ,LOS ANGELES CA,91304.0,20212004014006,34.22440514,-118.62286818,47837660
18,91304-2231,LOS ANGELES,2004014007,2021,16,2004-014-007,22728 CHASE PL  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1594,3,3,1,5/22/2020 7:00:00 AM,487746,2018,121936,2018,609682,0,0,0,0,0,0,Y,609682,0,609682, ,2,2121,TRACT # 18993 LOT    7,22728, , ,CHASE PL, ,LOS ANGELES CA,91304.0,20212004014007,34.22425616,-118.62264836,47837661
19,91304-2231,LOS ANGELES,2004014008,2021,16,2004-014-008,22718 CHASE PL  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1594,3,3,1,12/5/2019 8:00:00 AM,554990,2020,177520,2020,732510,0,0,0,0,0,0,Y,732510,0,732510, ,2,2121,TRACT # 18993 LOT    8,22718, , ,CHASE PL, ,LOS ANGELES CA,91304.0,20212004014008,34.22430255,-118.6222881,47837662
20,91304-2231,LOS ANGELES,2004014009,2021,16,2004-014-009,22708 CHASE PL  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1685,3,3,1,1/30/1998 8:00:00 AM,176271,1998,126114,1998,302385,0,0,0,0,0,0,Y,302385,0,302385, ,2,2121,TRACT # 18993 LOT    9,22708, , ,CHASE PL, ,LOS ANGELES CA,91304.0,20212004014009,34.22431179,-118.62198505,47837663
21,91304-2231,LOS ANGELES,2004014010,2021,16,2004-014-010,22700 CHASE PL  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1967,2277,4,4,1,7/23/2012 7:00:00 AM,149716,1998,204150,1998,353866,7000,0,0,0,0,0,Y,353866,7000,346866, ,2,2121,TRACT # 18993 LOT   10,22700, , ,CHASE PL, ,LOS ANGELES CA,91304.0,20212004014010,34.2243157,-118.62168471,47837664
22,91304-2251,LOS ANGELES,2004014011,2021,16,2004-014-011,22701 RODAX ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1678,3,3,1,1/27/1999 8:00:00 AM,107424,1986,161149,1986,268573,7000,0,0,0,0,0,Y,268573,7000,261573, ,2,2121,TRACT # 18993 LOT   11,22701, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014011,34.22397582,-118.62167723,47837665
23,91304-2251,LOS ANGELES,2004014012,2021,16,2004-014-012,22709 RODAX ST  LOS ANGELES CA  91304,SFR,0103,Residential,Single Family Residence, ,Pool and Misc.,1,1959,1959,1685,3,3,1,10/23/2009 7:00:00 AM,340102,2010,231263,2010,571365,7000,0,0,0,0,0,Y,571365,7000,564365, ,2,2121,TRACT # 18993 LOT   12,22709, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014012,34.22397071,-118.62196441,47837666
24,91304-2251,LOS ANGELES,2004014013,2021,16,2004-014-013,22719 RODAX ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1678,3,3,1,5/22/2020 7:00:00 AM,525387,2020,131346,2020,656733,0,0,0,0,0,0,Y,656733,0,656733, ,2,2121,TRACT # 18993 LOT   13,22719, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014013,34.22396673,-118.62225508,47837667
25,91304-2251,LOS ANGELES,2004014014,2021,16,2004-014-014,22727 RODAX ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1685,3,3,1,10/6/2011 7:00:00 AM,290446,2012,208521,2012,498967,0,0,0,0,0,0,Y,498967,0,498967, ,2,2121,TRACT # 18993 LOT   14,22727, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014014,34.22400378,-118.62257714,47837668
26,91304-2251,LOS ANGELES,2004014015,2021,16,2004-014-015,22735 RODAX ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1962,1921,3,5,1,10/27/2017 7:00:00 AM,150006,1997,260930,1997,410936,0,0,0,0,0,0,Y,410936,0,410936, ,2,2121,TRACT # 18993 LOT   15,22735, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014015,34.22388947,-118.62282716,47837669
27,91304-2251,LOS ANGELES,2004014016,2021,16,2004-014-016,22730 RODAX ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1594,3,3,1,6/9/2003 7:00:00 AM,406889,2003,187184,2003,594073,7000,0,0,0,0,0,Y,594073,7000,587073, ,2,2121,TRACT # 18993 LOT   16,22730, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014016,34.22353841,-118.62282555,47837670
28,91304-2251,LOS ANGELES,2004014017,2021,16,2004-014-017,22726 RODAX ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1959,1685,3,3,1,5/28/2008 7:00:00 AM,451049,2008,179953,2008,631002,7000,0,0,0,0,0,Y,631002,7000,624002, ,2,2121,TRACT # 18993 LOT   17,22726, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014017,34.22343278,-118.62257266,47837671
29,91304-2251,LOS ANGELES,2004014018,2021,16,2004-014-018,22718 RODAX ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,2114,3,3,1,12/11/2018 8:00:00 AM,567224,2019,184059,2019,751283,0,0,0,0,0,0,Y,751283,0,751283, ,2,2121,TRACT # 18993 LOT   18,22718, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014018,34.22347923,-118.62225209,47837672
30,91304-2251,LOS ANGELES,2004014019,2021,16,2004-014-019,22708 RODAX ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1960,2829,4,3,1,3/30/2017 7:00:00 AM,538351,2017,212187,2017,750538,7000,0,0,0,0,0,Y,750538,7000,743538, ,2,2121,TRACT # 18993 LOT   19,22708, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014019,34.2234843,-118.6219633,47837673
31,91304-2251,LOS ANGELES,2004014020,2021,16,2004-014-020,22700 RODAX ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1969,2210,5,3,1,12/31/2015 8:00:00 AM,526807,2016,234367,2016,761174,7000,0,0,0,0,0,Y,761174,7000,754174, ,2,2121,TRACT # 18993 LOT   20,22700, , ,RODAX ST, ,LOS ANGELES CA,91304.0,20212004014020,34.22348798,-118.62167616,47837674
32,91304-3325,LOS ANGELES,2004014021,2021,16,2004-014-021,22761 ECCLES ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1961,2164,3,3,1,4/9/1993 7:00:00 AM,164158,1993,246645,1993,410803,7000,0,0,0,0,0,Y,410803,7000,403803, ,2,2121,TRACT # 24784 EX OF ST LOT    1,22761, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014021,34.22312745,-118.62322236,47837675
33,91304-3325,LOS ANGELES,2004014022,2021,16,2004-014-022,22751 ECCLES ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1961,2075,4,3,1,3/26/2013 7:00:00 AM,474714,2013,227082,2013,701796,0,0,0,0,0,0,Y,701796,0,701796, ,2,2121,TRACT # 24784 LOT    2,22751, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014022,34.22313152,-118.62291531,47837676
34,91304-3325,LOS ANGELES,2004014023,2021,16,2004-014-023,22741 ECCLES ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1963,2008,3,3,1,5/9/1975 7:00:00 AM,33721,1976,120500,1976,154221,7000,0,0,0,0,0,Y,154221,7000,147221, ,2,2121,TRACT # 24784 LOT    3,22741, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014023,34.22313629,-118.62260772,47837677
35,91304-3325,LOS ANGELES,2004014024,2021,16,2004-014-024,22731 ECCLES ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1961,2231,3,3,1,12/1/2010 8:00:00 AM,302156,2002,202798,2002,504954,7000,0,0,0,0,0,Y,504954,7000,497954, ,2,2121,TRACT # 24784 LOT    4,22731, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014024,34.22314106,-118.62230014,47837678
36,91304-3325,LOS ANGELES,2004014025,2021,16,2004-014-025,22721 ECCLES ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1959,1959,1685,3,3,1,7/20/2020 7:00:00 AM,392301,2021,203116,2021,595417,0,0,0,0,0,0,Y,595417,0,595417, ,2,2121,TRACT # 24784 LOT    5,22721, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014025,34.22314583,-118.62199256,47837679
37,91304-3325,LOS ANGELES,2004014026,2021,16,2004-014-026,22711 ECCLES ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1959,1965,2121,4,3,1,2/22/2006 8:00:00 AM,279803,2001,205859,2001,485662,7000,0,0,0,0,0,Y,485662,7000,478662, ,2,2121,TRACT # 24784 LOT    6,22711, , ,ECCLES ST, ,LOS ANGELES CA,91304.0,20212004014026,34.22315122,-118.62168544,47837680
38,91304-2246,LOS ANGELES,2004015002,2021,16,2004-015-002,22601 NAPA ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1974,1850,4,2,1,2/12/2016 8:00:00 AM,482296,2016,239506,2016,721802,0,0,0,0,0,0,Y,721802,0,721802, ,2,2121,TRACT NO 25040 LOT   58,22601, , ,NAPA ST, ,LOS ANGELES CA,91304.0,20212004015002,34.22604783,-118.61946128,47837681
39,91304-2246,LOS ANGELES,2004015003,2021,16,2004-015-003,22609 NAPA ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1974,1850,4,2,1,12/22/2003 8:00:00 AM,75752,1978,159799,1978,235551,7000,0,0,0,0,0,Y,235551,7000,228551, ,2,2121,TRACT NO 25040 LOT   59,22609, , ,NAPA ST, ,LOS ANGELES CA,91304.0,20212004015003,34.22604647,-118.61968979,47837682
40,91304-2246,LOS ANGELES,2004015004,2021,16,2004-015-004,22617 NAPA ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1974,1975,2230,4,3,1,7/7/2015 7:00:00 AM,25342,1975,90602,1975,115944,7000,0,0,0,0,0,Y,115944,7000,108944, ,2,2121,TRACT NO 25040 LOT   60,22617, , ,NAPA ST, ,LOS ANGELES CA,91304.0,20212004015004,34.22604599,-118.61991804,47837683
41,91304-2246,LOS ANGELES,2004015005,2021,16,2004-015-005,22625 NAPA ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1974,1974,1850,4,2,1,6/15/2016 7:00:00 AM,388609,2015,277578,2015,666187,0,0,0,0,0,0,Y,666187,0,666187, ,2,2121,TRACT NO 25040 LOT   61,22625, , ,NAPA ST, ,LOS ANGELES CA,91304.0,20212004015005,34.22604643,-118.62014658,47837684
42,91304-2240,LOS ANGELES,2004015006,2021,16,2004-015-006,22624 MICHALE ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1974,1974,1850,4,2,1,10/10/2014 7:00:00 AM,155102,1987,232662,1987,387764,0,0,0,0,0,0,Y,387764,0,387764, ,2,2121,TRACT NO 25040 LOT   62,22624, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015006,34.22637884,-118.62012184,47837685
43,91304-2240,LOS ANGELES,2004015007,2021,16,2004-015-007,22618 MICHALE ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1974,2090,4,3,1,6/29/1990 7:00:00 AM,296920,1990,291994,1990,588914,7000,0,0,0,0,0,Y,588914,7000,581914, ,2,2121,TRACT NO 25040 LOT   63,22618, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015007,34.22634872,-118.61981775,47837686
44,91304-2240,LOS ANGELES,2004015008,2021,16,2004-015-008,22610 MICHALE ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1978,2525,4,3,1,9/19/1986 7:00:00 AM,180356,1987,368574,1987,548930,7000,0,0,0,0,0,Y,548930,7000,541930, ,2,2121,TRACT NO 25040 LOT   64,22610, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015008,34.22641454,-118.61952271,47837687
45,91304-2241,LOS ANGELES,2004015009,2021,16,2004-015-009,22611 MICHALE ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1974,1979,2890,4,3,1,2/12/2004 8:00:00 AM,300434,1991,286264,1991,586698,0,0,0,0,0,0,Y,586698,0,586698, ,2,2121,TRACT NO 25040 LOT   65,22611, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015009,34.22669767,-118.61949611,47837688
46,91304-2241,LOS ANGELES,2004015010,2021,16,2004-015-010,22615 MICHALE ST  LOS ANGELES CA  91304,SFR,0100,Residential,Single Family Residence, , ,1,1974,1974,2090,4,3,1,12/6/1991 8:00:00 AM,27149,1975,75397,1975,102546,7000,0,0,0,0,0,Y,102546,7000,95546, ,2,2121,TRACT NO 25040 LOT   66,22615, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015010,34.22685561,-118.61969893,47837689
47,91304-2241,LOS ANGELES,2004015011,2021,16,2004-015-011,22621 MICHALE ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1980,2333,5,3,1,6/19/2020 7:00:00 AM,429470,2015,186976,2015,616446,0,0,0,0,0,0,Y,616446,0,616446, ,2,2121,TRACT NO 25040 LOT   67,22621, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015011,34.22684768,-118.62004174,47837690
48,91304-2241,LOS ANGELES,2004015012,2021,16,2004-015-012,22627 MICHALE ST  LOS ANGELES CA  91304,SFR,0101,Residential,Single Family Residence, ,Pool,1,1974,1979,2076,3,2,1,1/29/2013 8:00:00 AM,185307,1988,320483,1988,505790,7000,0,0,0,0,0,Y,505790,7000,498790, ,2,2121,TRACT NO 25040 LOT   68,22627, , ,MICHALE ST, ,LOS ANGELES CA,91304.0,20212004015012,34.22686107,-118.62030403,47837691
